Uniprot: Q80ZN4, Affymetrix: 1431619_a_at, GeneID: DTNBP1
Uniprot: Q8BRD0, Affymetrix: 1446002_at, GeneID: ABCC1
Uniprot: O35379, Affymetrix: 1446002_at, GeneID: ABCC1
Uniprot: Q9JL41, Affymetrix: 1446002_at, GeneID: ABCC1
Uniprot: Q925V0, Affymetrix: 1433533_x_at, GeneID: PRKAG1
Uniprot: Q2VPC9, Affymetrix: 1433533_x_at, GeneID: PRKAG1
Uniprot: Q5PRE8, Affymetrix: 1433533_x_at, GeneID: PRKAG1
Uniprot: Q3TWR3, Affymetrix: 1433533_x_at, GeneID: PRKAG1
Uniprot: O54950, Affymetrix: 1433533_x_at, GeneID: PRKAG1
Uniprot: Q91Z30, Affymetrix: 1416489_at, GeneID: PI4K2B
Uniprot: Q9D072, Affymetrix: 1416489_at, GeneID: PI4K2B
Uniprot: Q8CBQ5, Affymetrix: 1416489_at, GeneID: PI4K2B
Uniprot: Q9D471, Affymetrix: 1416489_at, GeneID: PI4K2B
Uniprot: P97490, Affymetrix: 1443704_at, GeneID: ADCY8
Uniprot: Q3UUN2, Affymetrix: 1443704_at, GeneID: ADCY8
Uniprot: O88604, Affymetrix: 1453596_at, GeneID: ID2
Uniprot: Q545T4, Affymetrix: 1453596_at, GeneID: ID2
Uniprot: P41136, Affymetrix: 1453596_at, GeneID: ID2
Uniprot: B2KGE4, Affymetrix: 1418557_s_at, GeneID: TSSK3
Uniprot: Q9D2E1, Affymetrix: 1418557_s_at, GeneID: TSSK3
Uniprot: Q9JL98, Affymetrix: 1418557_s_at, GeneID: TSSK3
Uniprot: Q3TCM5, Affymetrix: 1435483_x_at, GeneID: SLC25A32
Uniprot: Q8K0B7, Affymetrix: 1435483_x_at, GeneID: SLC25A32
Uniprot: Q3UM21, Affymetrix: 1435483_x_at, GeneID: SLC25A32
Uniprot: Q8BMG8, Affymetrix: 1435483_x_at, GeneID: SLC25A32
Uniprot: Q3T9D8, Affymetrix: 1435483_x_at, GeneID: SLC25A32
Uniprot: Q9QXG4, Affymetrix: 1422479_at, GeneID: ACSS2
Uniprot: Q8C113, Affymetrix: 1422479_at, GeneID: ACSS2
Uniprot: Q8BY91, Affymetrix: 1422479_at, GeneID: ACSS2
Uniprot: Q8C1A8, Affymetrix: 1422479_at, GeneID: ACSS2
Uniprot: Q8C141, Affymetrix: 1422479_at, GeneID: ACSS2
Uniprot: Q8BK97, Affymetrix: 1422479_at, GeneID: ACSS2
Uniprot: Q8N9U3, Affymetrix: 1422479_at, GeneID: ACSS2
Uniprot: Q3TR20, Affymetrix: 1443486_at, GeneID: COG7
Uniprot: Q3U3L7, Affymetrix: 1443486_at, GeneID: COG7
Uniprot: Q3UM29, Affymetrix: 1443486_at, GeneID: COG7
Uniprot: Q6ZQK2, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q3TR56, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q8CGH5, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q9JKF1, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q8CC64, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q05CQ4, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q9D408, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q80UW7, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q8CDT3, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q3TPD2, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q3TU98, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q8CDW9, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q8BPA6, Affymetrix: 1445724_at, GeneID: IQGAP1
Uniprot: Q9D6L8, Affymetrix: 1430954_at, GeneID: PPIL3
Uniprot: Q812D2, Affymetrix: 1430954_at, GeneID: PPIL3
Uniprot: Q9CY23, Affymetrix: 1430954_at, GeneID: PPIL3
Uniprot: Q8C7F6, Affymetrix: 1450881_s_at, GeneID: GPR137B
Uniprot: Q8BNQ3, Affymetrix: 1450881_s_at, GeneID: GPR137B
Uniprot: Q3UGH7, Affymetrix: 1450881_s_at, GeneID: GPR137B
Uniprot: Q9JHD9, Affymetrix: 1450881_s_at, GeneID: GPR137B
Uniprot: Q3T9U4, Affymetrix: 1450881_s_at, GeneID: GPR137B
Uniprot: Q99LK4, Affymetrix: 1450881_s_at, GeneID: GPR137B
Uniprot: Q0V926, Affymetrix: 1456901_at, GeneID: ADAMTS20
Uniprot: Q3UQW9, Affymetrix: 1456901_at, GeneID: ADAMTS20
Uniprot: Q3ULV2, Affymetrix: 1456901_at, GeneID: ADAMTS20
Uniprot: P59511, Affymetrix: 1456901_at, GeneID: ADAMTS20
Uniprot: Q9D3Q2, Affymetrix: 1432509_at, GeneID: 5033430I15RIK
Uniprot: Q99KJ0, Affymetrix: 1425019_at, GeneID: UBXN2A
Uniprot: B8JK44, Affymetrix: 1425019_at, GeneID: UBXN2A
Uniprot: Q922M3, Affymetrix: 1423694_at, GeneID: KCTD10
Uniprot: Q80VY1, Affymetrix: 1433591_at, GeneID: WDR92
Uniprot: Q69ZP1, Affymetrix: 1441645_s_at, GeneID: IPO9
Uniprot: Q91YE6, Affymetrix: 1441645_s_at, GeneID: IPO9
Uniprot: Q4G0B8, Affymetrix: 1441645_s_at, GeneID: IPO9
Uniprot: Q924M4, Affymetrix: 1441645_s_at, GeneID: IPO9
Uniprot: Q924M3, Affymetrix: 1441645_s_at, GeneID: IPO9
Uniprot: Q80VY1, Affymetrix: 1421786_at, GeneID: WDR92
Uniprot: Q7TPN1, Affymetrix: 1443606_at, GeneID: CC2D1B
Uniprot: Q8BRN9, Affymetrix: 1443606_at, GeneID: CC2D1B
Uniprot: Q3UJ60, Affymetrix: 1443606_at, GeneID: CC2D1B
Uniprot: Q69Z95, Affymetrix: 1443606_at, GeneID: CC2D1B
Uniprot: A2A8R5, Affymetrix: 1443606_at, GeneID: CC2D1B
Uniprot: A2A8R6, Affymetrix: 1443606_at, GeneID: CC2D1B
Uniprot: B2RQ40, Affymetrix: 1443606_at, GeneID: CC2D1B
Uniprot: Q9DCK0, Affymetrix: 1450409_a_at, GeneID: SLC48A1
Uniprot: Q3UU69, Affymetrix: 1450409_a_at, GeneID: SLC48A1
Uniprot: Q9D8M3, Affymetrix: 1450409_a_at, GeneID: SLC48A1
Uniprot: Q3TGQ2, Affymetrix: 1450409_a_at, GeneID: SLC48A1
Uniprot: Q3U9P0, Affymetrix: 1416719_a_at, GeneID: RPS10
Uniprot: P09900, Affymetrix: 1416719_a_at, GeneID: RPS10
Uniprot: Q9DCR5, Affymetrix: 1416719_a_at, GeneID: RPS10
Uniprot: P63325, Affymetrix: 1416719_a_at, GeneID: RPS10
Uniprot: Q3UW83, Affymetrix: 1416719_a_at, GeneID: RPS10
Uniprot: Q5M9K7, Affymetrix: 1416719_a_at, GeneID: RPS10
Uniprot: B2RWT4, Affymetrix: 1453272_at, GeneID: 4930579F01RIK
Uniprot: Q9CVX1, Affymetrix: 1453272_at, GeneID: 4930579F01RIK
Uniprot: Q149T3, Affymetrix: 1435409_at, GeneID: TMEM26
Uniprot: Q8BN94, Affymetrix: 1435409_at, GeneID: TMEM26
Uniprot: Q149T4, Affymetrix: 1435409_at, GeneID: TMEM26
Uniprot: Q3UP23, Affymetrix: 1435409_at, GeneID: TMEM26
Uniprot: O70311, Affymetrix: 1438740_at, GeneID: NMT2
Uniprot: A2AJH3, Affymetrix: 1438740_at, GeneID: NMT2
Uniprot: Q8CFK1, Affymetrix: 1438740_at, GeneID: NMT2
Uniprot: Q3THR4, Affymetrix: 1438740_at, GeneID: NMT2
Uniprot: Q8BR53, Affymetrix: 1459945_at, GeneID: GM9989
Uniprot: Q921V5, Affymetrix: 1426350_at, GeneID: MGAT2
Uniprot: Q8C3Z6, Affymetrix: 1426350_at, GeneID: MGAT2
Uniprot: Q3U6X4, Affymetrix: 1426350_at, GeneID: MGAT2
Uniprot: Q3U5X7, Affymetrix: 1426350_at, GeneID: MGAT2
Uniprot: Q3TBY6, Affymetrix: 1426350_at, GeneID: MGAT2
Uniprot: Q3TXN3, Affymetrix: 1426350_at, GeneID: MGAT2
Uniprot: Q7TSZ2, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q7TPU8, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q60520, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q3UVS7, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q570Z7, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q62139, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q62140, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q60820, Affymetrix: 1419101_at, GeneID: SIN3A
Uniprot: Q9JJL3, Affymetrix: 1452569_at, GeneID: SLCO1B2
Uniprot: Q9JI79, Affymetrix: 1452569_at, GeneID: SLCO1B2
Uniprot: Q9JJJ1, Affymetrix: 1452569_at, GeneID: SLCO1B2
Uniprot: A6PWP4, Affymetrix: 1442917_at, GeneID: GM11627
Uniprot: Q8VDQ4, Affymetrix: 1460248_at, GeneID: CPXM2
Uniprot: Q9D2L5, Affymetrix: 1460248_at, GeneID: CPXM2
Uniprot: O54860, Affymetrix: 1460248_at, GeneID: CPXM2
Uniprot: Q3UBP8, Affymetrix: 1424339_at, GeneID: OASL1
Uniprot: Q8K2A2, Affymetrix: 1424339_at, GeneID: OASL1
Uniprot: Q8VI94, Affymetrix: 1424339_at, GeneID: OASL1
Uniprot: Q8QZV5, Affymetrix: 1424339_at, GeneID: OASL1
Uniprot: Q8C7V6, Affymetrix: 1421378_s_at, GeneID: ABCC1
Uniprot: Q3UDM1, Affymetrix: 1421378_s_at, GeneID: ABCC1
Uniprot: A5D6P3, Affymetrix: 1421378_s_at, GeneID: ABCC1
Uniprot: Q8BRD0, Affymetrix: 1421378_s_at, GeneID: ABCC1
Uniprot: O35379, Affymetrix: 1421378_s_at, GeneID: ABCC1
Uniprot: Q9JL41, Affymetrix: 1421378_s_at, GeneID: ABCC1
Uniprot: Q99NI3, Affymetrix: 1418343_at, GeneID: GTF2IRD2
Uniprot: A2A9A2, Affymetrix: 1441107_at, GeneID: DMRTA2
Uniprot: Q8CFF8, Affymetrix: 1441107_at, GeneID: DMRTA2
Uniprot: Q8VIG5, Affymetrix: 1423958_a_at, GeneID: TTC33
Uniprot: Q9D6K7, Affymetrix: 1423958_a_at, GeneID: TTC33
Uniprot: Q9WU80, Affymetrix: 1420697_at, GeneID: SLC15A3
Uniprot: Q8BPX9, Affymetrix: 1420697_at, GeneID: SLC15A3
Uniprot: Q9JIH0, Affymetrix: 1457024_x_at, GeneID: SLC35A2
Uniprot: Q3U1S3, Affymetrix: 1457024_x_at, GeneID: SLC35A2
Uniprot: A2AER4, Affymetrix: 1457024_x_at, GeneID: SLC35A2
Uniprot: A2AER3, Affymetrix: 1457024_x_at, GeneID: SLC35A2
Uniprot: Q3UIP1, Affymetrix: 1457024_x_at, GeneID: SLC35A2
Uniprot: Q9R0M8, Affymetrix: 1457024_x_at, GeneID: SLC35A2
Uniprot: Q3U1T6, Affymetrix: 1457024_x_at, GeneID: SLC35A2
Uniprot: Q69ZB8, Affymetrix: 1437979_at, GeneID: ZCCHC2
Uniprot: Q8CB08, Affymetrix: 1437979_at, GeneID: ZCCHC2
Uniprot: Q7TNF1, Affymetrix: 1437979_at, GeneID: ZCCHC2
Uniprot: Q8BGZ3, Affymetrix: 1429393_at, GeneID: DCAF12
Uniprot: Q69Z77, Affymetrix: 1429393_at, GeneID: DCAF12
Uniprot: Q8BN60, Affymetrix: 1429393_at, GeneID: DCAF12
Uniprot: Q9DB95, Affymetrix: 1429393_at, GeneID: DCAF12
Uniprot: Q8C1Y4, Affymetrix: 1429393_at, GeneID: DCAF12
Uniprot: Q9D5B9, Affymetrix: 1444951_at, GeneID: DENND1B
Uniprot: B2RUR7, Affymetrix: 1444951_at, GeneID: DENND1B
Uniprot: Q8CG96, Affymetrix: 1444951_at, GeneID: DENND1B
Uniprot: Q3U1T9, Affymetrix: 1444951_at, GeneID: DENND1B
Uniprot: Q6ZPG8, Affymetrix: 1451898_a_at, GeneID: SEMA6C
Uniprot: Q8R4U3, Affymetrix: 1451898_a_at, GeneID: SEMA6C
Uniprot: Q3TU06, Affymetrix: 1451898_a_at, GeneID: SEMA6C
Uniprot: Q91Y36, Affymetrix: 1451898_a_at, GeneID: SEMA6C
Uniprot: Q9WTM3, Affymetrix: 1451898_a_at, GeneID: SEMA6C
Uniprot: Q3U9P0, Affymetrix: 1438723_a_at, GeneID: RPS10
Uniprot: P09900, Affymetrix: 1438723_a_at, GeneID: RPS10
Uniprot: Q9DCR5, Affymetrix: 1438723_a_at, GeneID: RPS10
Uniprot: P63325, Affymetrix: 1438723_a_at, GeneID: RPS10
Uniprot: Q3UW83, Affymetrix: 1438723_a_at, GeneID: RPS10
Uniprot: Q5M9K7, Affymetrix: 1438723_a_at, GeneID: RPS10
Uniprot: Q3UFF6, Affymetrix: 1435064_a_at, GeneID: TMEM27
Uniprot: Q9ESG4, Affymetrix: 1435064_a_at, GeneID: TMEM27
Uniprot: A2AHZ4, Affymetrix: 1435064_a_at, GeneID: TMEM27
Uniprot: A2AHZ5, Affymetrix: 1435064_a_at, GeneID: TMEM27
Uniprot: Q02614, Affymetrix: 1449295_at, GeneID: SAP30BP
Uniprot: Q8VDJ5, Affymetrix: 1449295_at, GeneID: SAP30BP
Uniprot: Q3UYN1, Affymetrix: 1441685_at, GeneID: PROSC
Uniprot: Q9Z2Y8, Affymetrix: 1441685_at, GeneID: PROSC
Uniprot: Q80ZV3, Affymetrix: 1441685_at, GeneID: PROSC
Uniprot: Q6P8V7, Affymetrix: 1441685_at, GeneID: PROSC
Uniprot: Q544R1, Affymetrix: 1441685_at, GeneID: PROSC
Uniprot: Q9D9Z8, Affymetrix: 1441685_at, GeneID: PROSC
Uniprot: Q8C797, Affymetrix: 1420408_a_at, GeneID: ABCC9
Uniprot: O08920, Affymetrix: 1420408_a_at, GeneID: ABCC9
Uniprot: O08902, Affymetrix: 1420408_a_at, GeneID: ABCC9
Uniprot: Q504N3, Affymetrix: 1420408_a_at, GeneID: ABCC9
Uniprot: P70171, Affymetrix: 1420408_a_at, GeneID: ABCC9
Uniprot: P70170, Affymetrix: 1420408_a_at, GeneID: ABCC9
Uniprot: Q8C7F6, Affymetrix: 1419932_s_at, GeneID: GPR137B
Uniprot: Q8BNQ3, Affymetrix: 1419932_s_at, GeneID: GPR137B
Uniprot: Q3UGH7, Affymetrix: 1419932_s_at, GeneID: GPR137B
Uniprot: Q9JHD9, Affymetrix: 1419932_s_at, GeneID: GPR137B
Uniprot: Q3T9U4, Affymetrix: 1419932_s_at, GeneID: GPR137B
Uniprot: Q99LK4, Affymetrix: 1419932_s_at, GeneID: GPR137B
Uniprot: O70311, Affymetrix: 1453704_at, GeneID: NMT2
Uniprot: A2AJH3, Affymetrix: 1453704_at, GeneID: NMT2
Uniprot: Q8CFK1, Affymetrix: 1453704_at, GeneID: NMT2
Uniprot: Q3THR4, Affymetrix: 1453704_at, GeneID: NMT2
Uniprot: Q8K381, Affymetrix: 1454390_at, GeneID: LRCH4
Uniprot: Q8C2M4, Affymetrix: 1454390_at, GeneID: LRCH4
Uniprot: Q921G6, Affymetrix: 1454390_at, GeneID: LRCH4
Uniprot: Q6KAP0, Affymetrix: 1454390_at, GeneID: LRCH4
Uniprot: Q925V0, Affymetrix: 1457803_at, GeneID: PRKAG1
Uniprot: Q2VPC9, Affymetrix: 1457803_at, GeneID: PRKAG1
Uniprot: Q5PRE8, Affymetrix: 1457803_at, GeneID: PRKAG1
Uniprot: Q3TWR3, Affymetrix: 1457803_at, GeneID: PRKAG1
Uniprot: O54950, Affymetrix: 1457803_at, GeneID: PRKAG1
Uniprot: Q6ZQK2, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q3TR56, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q8CGH5, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q9JKF1, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q8CC64, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q05CQ4, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q9D408, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q80UW7, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q8CDT3, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q3TPD2, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q3TU98, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q8CDW9, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q8BPA6, Affymetrix: 1417379_at, GeneID: IQGAP1
Uniprot: Q3TM59, Affymetrix: 1426192_at, GeneID: SMARCD2
Uniprot: B1ARI7, Affymetrix: 1426192_at, GeneID: SMARCD2
Uniprot: B1ARJ6, Affymetrix: 1426192_at, GeneID: SMARCD2
Uniprot: Q3TXH6, Affymetrix: 1426192_at, GeneID: SMARCD2
Uniprot: Q99JR8, Affymetrix: 1426192_at, GeneID: SMARCD2
Uniprot: Q69ZP1, Affymetrix: 1446497_at, GeneID: IPO9
Uniprot: Q91YE6, Affymetrix: 1446497_at, GeneID: IPO9
Uniprot: Q4G0B8, Affymetrix: 1446497_at, GeneID: IPO9
Uniprot: Q924M4, Affymetrix: 1446497_at, GeneID: IPO9
Uniprot: Q924M3, Affymetrix: 1446497_at, GeneID: IPO9
Uniprot: Q3TM59, Affymetrix: 1448400_a_at, GeneID: SMARCD2
Uniprot: B1ARI7, Affymetrix: 1448400_a_at, GeneID: SMARCD2
Uniprot: B1ARJ6, Affymetrix: 1448400_a_at, GeneID: SMARCD2
Uniprot: Q3TXH6, Affymetrix: 1448400_a_at, GeneID: SMARCD2
Uniprot: Q99JR8, Affymetrix: 1448400_a_at, GeneID: SMARCD2
Uniprot: Q7TSZ2, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q7TPU8, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q60520, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q3UVS7, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q570Z7, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q62139, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q62140, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q60820, Affymetrix: 1449343_s_at, GeneID: SIN3A
Uniprot: Q8C0T4, Affymetrix: 1436675_at, GeneID: WDR63
Uniprot: B2RY71, Affymetrix: 1436675_at, GeneID: WDR63
Uniprot: Q545E6, Affymetrix: 1416908_s_at, GeneID: TSN
Uniprot: Q62348, Affymetrix: 1416908_s_at, GeneID: TSN
Uniprot: Q63959, Affymetrix: 1421980_at, GeneID: KCNC3
Uniprot: Q62088, Affymetrix: 1421980_at, GeneID: KCNC3
Uniprot: Q9DCK0, Affymetrix: 1450410_a_at, GeneID: SLC48A1
Uniprot: Q3UU69, Affymetrix: 1450410_a_at, GeneID: SLC48A1
Uniprot: Q9D8M3, Affymetrix: 1450410_a_at, GeneID: SLC48A1
Uniprot: Q3TGQ2, Affymetrix: 1450410_a_at, GeneID: SLC48A1
Uniprot: Q8VHB2, Affymetrix: 1427438_at, GeneID: PIP4K2B
Uniprot: Q80XI4, Affymetrix: 1427438_at, GeneID: PIP4K2B
Uniprot: Q3UJ95, Affymetrix: 1427438_at, GeneID: PIP4K2B
Uniprot: Q91XU2, Affymetrix: 1427438_at, GeneID: PIP4K2B
Uniprot: Q8R3B3, Affymetrix: 1451075_s_at, GeneID: CTDSP2
Uniprot: Q8BX07, Affymetrix: 1451075_s_at, GeneID: CTDSP2
Uniprot: Q5EBQ9, Affymetrix: 1451075_s_at, GeneID: CTDSP2
Uniprot: Q80Y69, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q3V075, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q6GQV5, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q8C6Q3, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q80XI3, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: A2AMI3, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q8CIH0, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: A2AMI2, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q8BQF3, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: A2AMI7, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q6DI78, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q8BJ68, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q8BQR8, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: A2AMI6, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: A2AMI4, Affymetrix: 1426833_at, GeneID: EIF4G3
Uniprot: Q9WUK8, Affymetrix: 1456119_at, GeneID: GRM5
Uniprot: Q80T47, Affymetrix: 1456119_at, GeneID: GRM5
Uniprot: Q3UVX5, Affymetrix: 1456119_at, GeneID: GRM5
Uniprot: Q4VA56, Affymetrix: 1456119_at, GeneID: GRM5
Uniprot: Q8BJY3, Affymetrix: 1456119_at, GeneID: GRM5
Uniprot: B7ZMP7, Affymetrix: 1456119_at, GeneID: GRM5
Uniprot: B2BH30, Affymetrix: 1456119_at, GeneID: GRM5
Uniprot: Q8BI34, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q3U2I3, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q8VDK9, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q80T93, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q3TWF5, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q6P543, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q8VE55, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q811J6, Affymetrix: 1426702_at, GeneID: FAM160A2
Uniprot: Q8VCU3, Affymetrix: 1431800_at, GeneID: 1300010F03RIK
Uniprot: Q6ZQ94, Affymetrix: 1431800_at, GeneID: 1300010F03RIK
Uniprot: Q9DBH4, Affymetrix: 1431800_at, GeneID: 1300010F03RIK
Uniprot: Q8CC88, Affymetrix: 1431800_at, GeneID: 1300010F03RIK
Uniprot: Q3U4P9, Affymetrix: 1431800_at, GeneID: 1300010F03RIK
Uniprot: Q3U2P5, Affymetrix: 1431800_at, GeneID: 1300010F03RIK
Uniprot: Q8CDH8, Affymetrix: 1431800_at, GeneID: 1300010F03RIK
Uniprot: Q02384, Affymetrix: 1443057_at, GeneID: SOS2
Uniprot: Q9QYS6, Affymetrix: 1443057_at, GeneID: SOS2
Uniprot: Q91XH4, Affymetrix: 1449183_at, GeneID: COMT1
Uniprot: O88587, Affymetrix: 1449183_at, GeneID: COMT1
Uniprot: P62838, Affymetrix: 1448356_at, GeneID: UBE2D2
Uniprot: Q3UT95, Affymetrix: 1448356_at, GeneID: UBE2D2
Uniprot: P51669, Affymetrix: 1448356_at, GeneID: UBE2D2
Uniprot: Q692V2, Affymetrix: 1443558_s_at, GeneID: NT5DC3
Uniprot: Q3UHB1, Affymetrix: 1443558_s_at, GeneID: NT5DC3
Uniprot: Q8BUP4, Affymetrix: 1443558_s_at, GeneID: NT5DC3
Uniprot: Q3T9W5, Affymetrix: 1443558_s_at, GeneID: NT5DC3
Uniprot: Q9ESS2, Affymetrix: 1450205_at, GeneID: FGF22
Uniprot: Q0VER9, Affymetrix: 1450205_at, GeneID: FGF22
Uniprot: Q8BQB6, Affymetrix: 1447397_at, GeneID: FAM154B
Uniprot: Q8CAI4, Affymetrix: 1447397_at, GeneID: FAM154B
Uniprot: O35464, Affymetrix: 1436458_at, GeneID: SEMA6A
Uniprot: Q6P5A8, Affymetrix: 1436458_at, GeneID: SEMA6A
Uniprot: Q8BUT0, Affymetrix: 1436458_at, GeneID: SEMA6A
Uniprot: Q6PCN9, Affymetrix: 1436458_at, GeneID: SEMA6A
Uniprot: Q9EQ71, Affymetrix: 1436458_at, GeneID: SEMA6A
Uniprot: Q8BXZ7, Affymetrix: 1436458_at, GeneID: SEMA6A
Uniprot: Q8C6Y3, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: O08535, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: O08536, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: O08534, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: O08533, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: O08532, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: Q3TQD0, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: Q14BH8, Affymetrix: 1425861_x_at, GeneID: CACNA2D1
Uniprot: Q69ZG4, Affymetrix: 1419499_at, GeneID: GPAM
Uniprot: Q8VCT2, Affymetrix: 1419499_at, GeneID: GPAM
Uniprot: Q61586, Affymetrix: 1419499_at, GeneID: GPAM
Uniprot: Q69ZB8, Affymetrix: 1443578_at, GeneID: ZCCHC2
Uniprot: Q8CB08, Affymetrix: 1443578_at, GeneID: ZCCHC2
Uniprot: Q7TNF1, Affymetrix: 1443578_at, GeneID: ZCCHC2
Uniprot: Q3THA0, Affymetrix: 1417718_at, GeneID: EIF3G
Uniprot: Q9R079, Affymetrix: 1417718_at, GeneID: EIF3G
Uniprot: Q9Z1D1, Affymetrix: 1417718_at, GeneID: EIF3G
Uniprot: Q544H0, Affymetrix: 1417718_at, GeneID: EIF3G
Uniprot: Q8C7F6, Affymetrix: 1429775_a_at, GeneID: GPR137B
Uniprot: Q8BNQ3, Affymetrix: 1429775_a_at, GeneID: GPR137B
Uniprot: Q3UGH7, Affymetrix: 1429775_a_at, GeneID: GPR137B
Uniprot: Q9JHD9, Affymetrix: 1429775_a_at, GeneID: GPR137B
Uniprot: Q3T9U4, Affymetrix: 1429775_a_at, GeneID: GPR137B
Uniprot: Q99LK4, Affymetrix: 1429775_a_at, GeneID: GPR137B
Uniprot: Q8VDY2, Affymetrix: 1443556_at, GeneID: TMEM140
Uniprot: Q8BGY5, Affymetrix: 1443556_at, GeneID: TMEM140
Uniprot: Q9QUG9, Affymetrix: 1417804_at, GeneID: RASGRP2
Uniprot: Q80WC0, Affymetrix: 1417804_at, GeneID: RASGRP2
Uniprot: Q8BSC8, Affymetrix: 1417804_at, GeneID: RASGRP2
Uniprot: O09004, Affymetrix: 1417804_at, GeneID: RASGRP2
Uniprot: Q9JIH0, Affymetrix: 1436664_a_at, GeneID: SLC35A2
Uniprot: Q3U1S3, Affymetrix: 1436664_a_at, GeneID: SLC35A2
Uniprot: A2AER4, Affymetrix: 1436664_a_at, GeneID: SLC35A2
Uniprot: A2AER3, Affymetrix: 1436664_a_at, GeneID: SLC35A2
Uniprot: Q3UIP1, Affymetrix: 1436664_a_at, GeneID: SLC35A2
Uniprot: Q9R0M8, Affymetrix: 1436664_a_at, GeneID: SLC35A2
Uniprot: Q3U1T6, Affymetrix: 1436664_a_at, GeneID: SLC35A2
Uniprot: P62838, Affymetrix: 1445885_at, GeneID: UBE2D2
Uniprot: Q3UT95, Affymetrix: 1445885_at, GeneID: UBE2D2
